"MuseumCode","Barcode","Collectors","AdditionalCollectors","FieldNumber","Date","CalcFullName","LocalityNotes","Latitude","Longitude","LLResolution","QDS","LLChecked","DescriptionText"
"PRE","PRE0099508-0","Acocks, JPH","","20901","11/20/1959","Kyllinga melanosperma Nees","GROBLERSDAL DIST.; 28.5 MI. NE. BY E. OF GROBLERSDAL.","-25.0019555300","29.7063058500","100m","2529BA","True","Flower heads light brown."
"PRE","PRE0262593-0","Acocks, JPH","","11846","10/9/1945","Euphorbia triangularis Desf. ex A.Berger","KEI VALLEY; GAIKA FORD","-32.2819490700","27.6591684500","2k","3227BC","True",""
"PRE","PRE0352083-0","Acocks, JPH","","22299","6/26/1962","Droguetia iners subsp. burchellii (N.E.Br.) Friis & Wilmot-Dear","CALEDON DIV.; DE KELDERS; 5.4 MI. ENE. OF DE KELDERS","-34.5036572900","19.4292592600","2k","3419CB","True",""
"PRE","PRE0210372-0","Acocks, JPH","","9492","12/19/1942","Osteospermum herbaceum L.f.","DOHNE; SCRUB FOREST","-32.5222973400","27.4528021000","2k","3227CB","True",""
"PRE","PRE0388227-0","Acocks, JPH","","14450","6/23/1948","Lotononis parviflora (P.J.Bergius) D.Dietr.","CERES DIST.; 21 MI. SSW. OF ROODEWERF POST OFFICE","-32.4728324500","19.9144847000","2k","3219BD","True",""
"PRE","PRE0236727-0","Acocks, JPH","","539","07/1936","Euryops subcarnosus subsp. foetidus B.Nord.","KLIPDAM DIST.; BOETSAP; LIMESTONE HILLS","-27.9733186100","24.4455307300","2k","2724CD","True",""
"PRE","PRE0110216-0","Acocks, JPH","","22456","7/25/1962","Elegia persistens Mast.","CALEDON DIST.; PAVIESVLEI POST OFFICE; 2 MI. W. BY N. OF POST  OFFICE.","-34.4584266300","19.5817183100","2k","3419BC","True",""
"PRE","PRE0037633-0","Acocks, JPH","","21743","12/3/1960","Pentameris thuarii P.Beauv.","GEORGE DIST.; OUTENIQUA PASS","-33.8995623700","22.4017125400","5k","3322CD","True",""
"PRE","PRE0237890-0","Acocks, JPH","","14599","7/3/1948","Euryops ericoides (L.f.) B.Nord.","RIVERSDALE; 10 MI. SSE. OF RIVERSDALE","-34.2000532700","21.3440405100","2k","3421AB","True",""
"PRE","PRE0143351-0","Acocks, JPH","","13627","4/24/1947","Lobostemon trigonus (Thunb.) H.Buek","ALEXANDRIA DIST.; SANDFLATS; 8 MI. SE. OF SANDFLATS","-33.5247780500","26.0528143300","2k","3326CA","True",""
"PRE","PRE0126050-0","Acocks, JPH","","11344","3/23/1945","Plectranthus verticillatus (L.f.) Druce","WEENEN DIST.; ESTCOURT PASTURE RES","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0458976-0","Acocks, JPH","","21685","11/29/1960","Lotononis pungens Eckl. & Zeyh.","SOMERSET EAST DIV.; MIDDLETON","-32.9590355800","25.8115796800","2k","3225DD","True",""
"PRE","PRE0157824-0","Acocks, JPH","","19872","10/20/1958","Anthospermum sp.","CERES DIV.; KLEINVLEI BRIDGE; 25 MI. N. OF CERES NR. BRIDGE","-33.0542405000","19.3247542100","2k","3319AB","True",""
"NH","NH0036709-0","Acocks, JPH","","11704","8/25/1945","Erica cerinthoides L.","Athole P.R Stn, Ermelo.","-26.5647634400","30.4848144200","1000m","2630CB","True","Low shrublets. Flowers pale pink with dark petals."
"PRE","PRE0118478-0","Acocks, JPH","","17035","8/29/1953","Utricularia bisquamata Schrank","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"NBG","NBG0202009-0","Acocks, JPH","","19527","9/20/1957","Athanasia flexuosa Thunb.","Namaqualand Dist. 35 m W. of Bulletrap School.","-29.4603030000","17.7185800000","2k","2917BC","True",""
"PRE","PRE0369120-0","Acocks, JPH","","10771","11/12/1944","Rumex woodii N.E.Br.","WEENEN DIST.; DALTON BRIDGE","-29.0935969800","29.8024463000","2k","2929BB","True",""
"PRE","PRE0035192-0","Acocks, JPH","","11499B","5/6/1945","Hyparrhenia tamba (Steud.) Stapf","ESTCOURT","-29.0115096700","29.8731134200","10k","2929BB","True",""
"PRE","PRE0485725-0","Acocks, JPH","","20847","11/15/1959","Cycnium tubulosum (L.f.) Engl. subsp. tubulosum","HEIDELBERG; 11.3 MI. S. OF HEIDELBERG; BANKS OF SUIKERBOSRAND SPRUIT.","-26.6412482900","28.3773936400","2k","2628CB","True",""
"PRE","PRE0459125-0","Acocks, JPH","","2572","11/23/1937","Trigonella glabra Thunb.","JACOBSDAL DIST.; BRAKWATER; MODDER RIVER","-29.0583580000","24.8614720000","2k","2924BB","True",""
"NBG","NBG0156661-0","Acocks, JPH","","15382","9/21/1949","Erica nabea Guthrie & Bolus","Humansdorp Div. 40.5 miles W of Humansdorp.","-33.9041630000","24.1515670000","2k","3324CC","True","HT: 4.00, HTUNIT: ft; GRFRMS: Shrub"
"NH","NH0034628-0","Acocks, JPH","","9980","12/5/1943","Fimbristylis ferruginea (L.) Vahl","Estcourt District. Near Estcourt in Bushman's River Valley.","-28.9397640000","29.9273300000","5k","2829DD","True","Locally frequent."
"PRE","PRE0190248-0","Acocks, JPH","Hafstrom, AHF","2007","12/7/1938","Prismatocarpus pedunculatus (P.J.Bergius) A.DC.","CERES DIV.; MITCHELL'S PASS","-33.4028520000","19.2879370000","5k","3319AD","True",""
"PRE","PRE0404473-0","Acocks, JPH","Scheepers, JC","2","11/9/1966","Hypertelis salsoloides (Burch.) Adamson var. salsoloides","MIDDELBURG DIST.; ABOUT 1.5 TO 3 MI S OF MIDDELBURG ON CRADOCK RD","-31.5226040000","25.0260810000","2k","3125CA","True",""
"PRE","PRE0426320-0","Acocks, JPH","","14081","3/7/1948","Crassula subulata L. var. subulata","MOSSEL BAY DIST.; 7.5 MI.W. OF MOSSEL BAY","-34.1805011300","22.0074112000","5k","3422AA","True",""
"PRE","PRE0412775-0","Acocks, JPH","","8895","3/24/1942","Crotalaria laburnifolia subsp. australis (Baker f.) Polhill","WATERBERG DIST.; TOWOOMBA","-29.0348448500","29.6446230900","2k","2929BA","True","3 ft bushes."
"PRE","PRE0265960-0","Acocks, JPH","","22680","8/30/1962","Clutia polifolia Jacq.","SWELLENDAM DIV.; GOERREESOE","-34.2840000000","20.2659183400","2k","3420AD","True",""
"PRE","PRE0195559-0","Acocks, JPH","","543","7/30/1936","Tarchonanthus camphoratus L.","DOLOMITE FLATS BEHIND KNEUKEL","-28.3576385100","24.1746152200","10k","2824AC","True",""
"PRE","PRE0112596-0","Acocks, JPH","","18485","6/18/1955","Trachyandra jacquiniana (Schult. & Schult.f.) Oberm.","CALVINIA DIST.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"PRE","PRE0413562-0","Acocks, JPH","","21628","10/23/1960","Erucastrum strigosum (Thunb.) O.E.Schulz","RIVERSDALE DIV.; GOURITZ RIVER BRIDGE","-34.1863459100","21.7538555800","2k","3421BB","True",""
"PRE","PRE0040140-0","Acocks, JPH","","15684","2/18/1950","Eragrostis mexicana subsp. virescens (J.Presl) S.D.Koch & Sanchez Vega","MIDDELBURG","-31.4945560000","25.0093500000","5k","3125AC","True",""
"PRE","PRE0117187-0","Acocks, JPH","Hafstrom, AHF","1237","9/2/1938","Manulea adenocalyx Hilliard","BETWEEN HET KRUIS EENDEKUIL","-32.6376700000","18.8175131000","10k","3218DB","True",""
"PRE","PRE0247471-0","Acocks, JPH","","9043","9/9/1942","Euphorbia kraussiana Bernh. ex Krauss","STUTTERHEIM DIV.; KOLOGHA FOR.","-32.5360860000","27.3778110000","2k","3227CB","True","Bushes: 60-90 cm tall"
"PRE","PRE0341984-0","Acocks, JPH","","H1126","10/27/1936","Pachypodium succulentum (L.f.) Sweet","HAY DIV.; ALONG PAPKUIL RD. 10.30 MI. E. OF POSTMASBURG","-28.3401230000","23.2244420000","2k","2823AC","True",""
"NH","NH0036027-0","Acocks, JPH","","10843","12/13/1944","Galium capense subsp. garipense (Sond.) Puff var. garipense","Brakfontein Nr Frere.","-28.9210863800","29.8110595200","2k","2829DD","True",""
"PRE","PRE0141610-0","Acocks, JPH","","23524","10/1/1964","Zaluzianskya karrooica Hilliard","MIDDELBURG; DWARSVLEI,S OF MIDDELBURG","-31.6502830000","24.9797050000","2k","3124DB","True",""
"PRE","PRE0425029-0","Acocks, JPH","","17655","3/24/1954","Trifolium sp.","GREAT WINTERBERG; TARKA DIST.; VENTNOR","-32.3502260200","26.3435108200","2k","3226AD","True",""
"SAM","SAM0052864-2","Acocks, JPH","","8796","6/24/1938","Babiana hypogaea Burch.","Kimberley Div.","-28.6250000000","24.6250000000","1/4dg","2824DA","",""
"NH","NH0120929-0","Acocks, JPH","","22155","3/23/1962","Helichrysum basalticum Hilliard","UNDERBERG DIST.; SANI PASS; TOP.","-29.6592280000","29.4460660000","1/4dg","2929CB","",""
"NH","NH0035545-0","Acocks, JPH","","10601","","Diclis rotundifolia (Hiern) Hilliard & B.L.Burtt","Natal.","","","","","",""
"PRE","PRE0036242-0","Acocks, JPH","","19751","10/13/1958","Pentameris tomentella (Stapf) Galley & H.P.Linder","CALVINIA DIV.; BOKLANDSKLOOF; LOKENBURG N.","-31.6556127300","19.1671248800","2k","3119CA","True",""
"PRE","PRE0430239-0","Acocks, JPH","","17845","10/29/1954","Lessertia pauciflora Harv. var. pauciflora","VICTORIA WEST DIST.; PAMPOENPOORT; GROEN RIVER","-31.0771400000","22.6720630000","2k","3122BA","True",""
"PRE","PRE0414642-0","Acocks, JPH","","2217","4/13/1937","Matthiola sp.","HERBERT DIV.; BLAAUWBOSCHDRIFT; BULTJIE AT BLAAUWBOSCHDRIFT","-29.0484984900","23.7160716500","2k","2923BA","True",""
"PRE","PRE0459926-0","Acocks, JPH","","22255","6/21/1962","Oxalis convexula Jacq.","SWELLENDAM; NAPKY; S. OF SWELLENDAM","-34.2337698500","20.4299037700","2k","3420AB","True",""
"PRE","PRE0037392-0","Acocks, JPH","","18112","5/9/1955","Eragrostis cylindriflora Hochst.","KEETMANSHOOP DIST.; ASAB; 9 MI. SSE. OF ASAB","-25.5985730000","17.9797020000","2k","2517DB","True",""
"PRE","PRE0380981-0","Acocks, JPH","","16055","9/4/1951","Thesium nigromontanum Sond.","GEORGE DIV.; 7.5 MI. WSW. OF GEORGE","-34.0031700000","22.3364190000","2k","3422AB","True",""
"PRE","PRE0413742-0","Acocks, JPH","","23303","8/19/1963","Crotalaria excisa subsp. namaquensis Polhill","VAN RHYNSDORP DIV.; RIETPOORT M.S. ; 2.5 MI SW OF RIETPOORT MS AT  KLIPFONTEIN","-30.9789420000","18.0065500000","1000m","3018CC","True","Prostrate, rhizomatous, bright green. Flowers bright yellow."
"PRE","PRE0001108-0","Acocks, JPH","","16797","1/21/1953","Tetrapogon tenellus (Roxb.) Chiov.","KRUGER NAT. PARK; 14 M1. W. S. W. OF PAFURI","-22.5287630000","31.1810530000","2k","2231CA","True",""
"PRE","PRE0302894-0","Acocks, JPH","","18558","9/26/1955","Annesorhiza altiscapa Schltr. ex H.Wolff","Calvinia Div.; Kareekom; W. of Calvinia. W. Mt.","","","","","",""
"PRE","PRE0036243-0","Acocks, JPH","","20006","11/17/1958","Pentameris pallida (Thunb.) Galley & H.P.Linder","UNIONDALE DIV.; 10.5 MI. W. BY N. OF JOUBERTINA","-33.8075318400","23.6848725800","2k","3323DC","True",""
"PRE","PRE0138466-0","Acocks, JPH","","16967","8/26/1953","Polycarena aurea Benth.","SUTHERLAND DIV.; KLIPBANKSRIVIER","-32.5137474200","20.3424605700","2k","3220CB","True",""
"PRE","PRE0148787-0","Acocks, JPH","","22300","6/26/1962","Solanum rigescens Jacq.","CALEDON DIST.; UILENKRAAL FOR.; DE KELDERS","-34.5566580000","19.4465000000","2k","3419CB","True",""
"PRE","PRE0054542-0","Acocks, JPH","","8603","3/14/1938","Nivenia corymbosa (Ker Gawl.) Baker","WORCESTER DIV.; BAINS KLOOF.","-33.5834912600","19.1330146000","5k","3319CA","True",""
"PRE","PRE0868343-0","Acocks, JPH","","24215","8/24/1969","Aspidoglossum heterophyllum E.Mey.","Swellendam Division; 18 miles S by E of Buffeljachtsrivier.","-34.2644576600","20.6096321400","2k","3420BC","True",""
"PRE","PRE0425551-0","Acocks, JPH","","17029","8/29/1953","Crassula clavata N.E.Br.","CALVINIA DIST.; LOKENBURG","-31.6951841600","19.1896762400","10k","3119CA","True",""
"NH","NH0036263-0","Acocks, JPH","","11639","8/13/1945","Cassipourea malosana (Baker) Alston","Ktantzkop District. Entembeni Hill near Krantzkop.","-29.1133730000","31.0312990000","2k","2931AA","True","HT: 20.00, HTUNIT: ft, GRFRMS: Tree"
"PRE","PRE0406602-0","Acocks, JPH","","24515","11/25/1970","Aspalathus angustifolia (Lam.) R.Dahlgren subsp. angustifolia","PAARL DIST.; WINDMILL; 6.4 KM. WNW. OF WINDMILL","-33.6260976000","18.8721581900","2k","3318DB","True","1.2 m shrub. Flowers yellow."
"PRE","PRE0429754-0","Acocks, JPH","","14097","3/8/1948","Cotyledon sp.","ROBERTSON; MCGREGOR; 3 MI. SE OF MCGREGOR","-33.9815882400","19.8548334600","2k","3319DD","True",""
"PRE","PRE0352398-0","Acocks, JPH","","23886","5/27/1967","Lauridia reticulata Eckl. & Zeyh.","UITENHAGE DIV.; AMANZI","-33.7070970100","25.5167284500","2k","3325DA","True",""
"PRE","PRE0176122-0","Acocks, JPH","","2459","10/5/1937","Harveya pumila Schltr.","BARKLEY WEST DIV.; KALKVELD AT HOLPAN","-27.8993058900","23.8610834700","2k","2723DD","True",""
"PRE","PRE0424131-0","Acocks, JPH","","20206","1/15/1959","Crassula setulosa Harv. var. setulosa f. setulosa","BARKLEY EAST DIST.; SAALBOOM NEK","-31.2210263000","27.5130825300","2k","3127BA","True",""
"PRE","PRE0396776-0","Acocks, JPH","","1632","01/1937","Limeum aethiopicum var. intermedium Friedrich","KIMBERLEY DIV.; VOORUITZICHT; KIMBERLEY TOWN LANDS","-28.7090630300","24.6972543400","2k","2824DA","True",""
"PRE","PRE0053088-0","Acocks, JPH","","8569","1/15/1938","Dipcadi marlothii Engl.","HAY DIV.; GROENWATER; JASPER HILL","-28.2420572000","23.2908143000","2k","2823AB","True",""
"PRE","PRE0839299-0","Acocks, JPH","","14542","6/27/1948","Selago triquetra L.f.","Worcester District: Near Mowers Siding to East.","-33.7409539500","19.6503907900","2k","3319DA","True",""
"PRE","PRE0383189-0","Acocks, JPH","","21531","9/16/1960","Rafnia elliptica Thunb.","GEORGE DIST.; SWART RIVER GEORGE","-33.9907320000","22.5492810000","1000m","3322DC","True",""
"PRE","PRE0345438-0","Acocks, JPH","","20090","12/13/1958","Schizoglossum linifolium Schltr. var. linifolium","KING WILLIAMS TOWN; 2.5 MI. E. OF KINGWILLIAMSTOWN","-32.8910050000","27.4248050000","1000m","3227CD","True",""
"NH","NH0034517-0","Acocks, JPH","","9858","11/5/1943","Rhynchosia totta (Thunb.) DC. var. totta","Escourt P.R. Station","-29.0235218800","29.8651008900","2k","2929BB","True",""
"PRE","PRE0425147-0","Acocks, JPH","","23652","6/14/1965","Phiambolia hallii (L.Bolus) Klak","CERES DIV.; PIENAARSKLOOF; POORT N. OF PIENAARSKLOOF","-33.1810331900","20.1606501000","2k","3320AA","True",""
"PRE","PRE0277809-0","Acocks, JPH","","20474","5/20/1959","Anisodontea reflexa (J.C.Wendl.) Bates","CALITZDORP DIV.; COETZEESPOORT","-33.4951629200","21.8826654000","2k","3321BD","True",""
"PRE","PRE0375363-0","Acocks, JPH","","19639","8/21/1958","Thesium elatius Sond.","VAN RHYNSDORP DIV.; 12.5 MI. SE. OF KLAWER","-31.9225000000","18.7102800000","2k","3118DC","True",""
"PRE","PRE0101334-0","Acocks, JPH","","10997","12/23/1944","Rhynchospora brownii Roem. & Schult.","EAST LONDON DIST.; GONUBIE SPRINGS.","-32.9361100000","28.0316700000","10k","3228CC","True","Locally abundant."
"PRE","PRE0558225-0","Acocks, JPH","","21463","9/11/1960","Satyrium parviflorum Sw.","HUMANSDORP DIST.; KROM RIVER, W. OF HUMANSDORP.","-34.0409450000","24.5800830000","2k","3424BA","True","Locally frequent. Flowers brown."
"PRE","PRE0255984-0","Acocks, JPH","","10974","12/20/1944","Euphorbia gatbergensis N.E.Br.","UMTATA DIST.; GORANA RIVER","-31.6250000000","28.8750000000","1/4dg","3128DB","",""
"PRE","PRE0073408-0","Acocks, JPH","","22063","2/26/1962","Nerine appendiculata Baker","MATATIELE DIST; GUILDFORD; 15.5 MI. ENE. OF MATATIELE","-30.2720700000","29.0002970000","2k","3029AC","True",""
"PRE","PRE0100088-0","Acocks, JPH","","22501","7/27/1962","Bulbine lagopus (Thunb.) N.E.Br.","POTBERG; N. SIDE OF POTBERG","-34.3683766400","20.6029963100","2k","3420BC","True",""
"PRE","PRE0150209-0","Acocks, JPH","Hafstrom, AHF","1375","10/21/1938","Solanum aculeatissimum Jacq.","HAENERTSBURG; ON HILLS","-23.9417972000","29.9470266300","2k","2329DD","True",""
"PRE","PRE0042511-0","Acocks, JPH","","22072","2/27/1962","Brownleea parviflora Harv. ex Lindl.","MATATIELE DIST.; 2.3 MI. SSW. OF RAMATSELISO.","-30.0764735800","28.9278915900","1000m","3028BB","True","Flowers white."
"PRE","PRE0463754-0","Acocks, JPH","","21627","10/23/1960","Galenia herniariifolia (C.Presl) Walp.","RIVERSDALE DIV.; GOURITZ RIVER; GOURITZ RIVER BRIDGE","-34.1857520000","21.7533680000","1000m","3421BB","True",""
"PRE","PRE0033537-0","Acocks, JPH","","19931","11/14/1958","Pentaschistis montana H.P.Linder","UNIONDALE DIV.; 8 MI. NE. OF UNIONDALE","-33.5918960000","23.2273310000","2k","3323CA","True",""
"PRE","PRE0111406-0","Acocks, JPH","","19507","9/18/1957","Moraea serpentina Baker","VAN RHYNSDORP DIV.; 7.5 MI. NNW. OF BITTERFONTEIN.","-30.9454960000","18.2187140000","2k","3018CC","True","Locally common. Flowers pale mauve. (Collected late in the afternoon, so the flowers have deliquesced.)"
"NH","NH0031409-0","Acocks, JPH","","5586","01/1938","Eleocharis dregeana Steud.","Griqualand West. Kimberley District, Warrsuton. Bank of Vaal.","-28.1127886900","24.8383301000","2k","2824BB","True",""
"PRE","PRE0036434-0","Acocks, JPH","","2510","10/12/1937","Haworthiopsis tessellata (Haw.) G.D.Rowley var. tessellata","KURUMAN DIV.; MATLARING RIVER; COTTON END.","-27.2079317500","23.4649054700","2k","2723AB","True",""
"PRE","PRE0250292-0","Acocks, JPH","","16409","8/22/1952","Roepera maculata (Aiton) Beier & Thulin","CARNARVON DIST.; GRASBULT P.O.; NR. P.O. TO NW. AT 3828A TRIG. BEACON","-30.8337993200","21.8133902900","2k","3021DD","True","Shrub, 8 -30 cm high. Flowers ochre-yellow with brown marks."
"PRE","PRE0640120-0","Acocks, JPH","","18613","11/11/1955","Moraea vespertina Goldblatt & J.C.Manning","CALVINIA DIST.; PLAATBERG FARM, SW. OF CALVINIA.","-31.6314270000","19.6457740000","2k","3119DA","True",""
"PRE","PRE0069287-0","Acocks, JPH","","9100","9/20/1942","Scadoxus puniceus (L.) Friis & Nordal","KEISKAMAHOEK; BOMA PASS","-32.7005780000","27.1072830000","2k","3227CA","True",""
"PRE","PRE0154118-0","Acocks, JPH","","14872","9/20/1948","Anthospermum spathulatum Spreng. subsp. spathulatum","VAN RHYNSDORP DIV.; ZANDKRAAL","-31.7005600000","18.7427800000","2k","3118DA","True",""
"PRE","PRE0170443-0","Acocks, JPH","","13137","10/17/1946","Sphaeranthus peduncularis DC. subsp. peduncularis","INGWAVUMA; MFONGOSI RIVER","-27.3642979200","32.1440296300","2k","2732AC","True",""
"PRE","PRE0456894-0","Acocks, JPH","","17970","3/10/1955","Thesium confine Sond.","MIDDELBURG DIST.; 3 MI. NW. OF MIDDELBURG.","-31.3750000000","24.8750000000","1/4dg","3124BD","",""
"PRE","PRE0041940-0","Acocks, JPH","","21737","12/3/1960","Pentameris malouinensis (Steud.) Galley & H.P.Linder","GEORGE DIV.; OUTENIQUA PASS","-33.8995623700","22.4017125400","5k","3322CD","True",""
"PRE","PRE0277542-0","Acocks, JPH","","13058","10/13/1946","Salacia gerrardii Harv. ex Sprague","HLABISA DIST.; TO S.","-28.1906089600","31.8988329100","2k","2831BB","True","High climber with dark green leaves."
"PRE","PRE0193681-0","Acocks, JPH","","15174","10/28/1948","Wahlenbergia brachycarpa Schltr.","CLANWILLIAM DIV.; BOKWATER","-32.1633710000","18.8152770000","2k","3218BB","True",""
"PRE","PRE0410251-0","Acocks, JPH","","24186","4/20/1969","Silene burchellii var. angustifolia Sond.","VREDEFORT DIST.; 6 MI S OF KROMDRAAI DRIFT","-27.0598029400","26.9195643900","5k","2726BB","True",""
"NH","NH0036103-0","Acocks, JPH","","11025","12/28/1944","Orbea verrucosa (Masson) L.C.Leach","Bathurst Div. Hopewell.","-33.6035634500","26.6748931100","2k","3326DA","True","Flowers cream mottled with dark purple. Rare."
"PRE","PRE0268334-0","Acocks, JPH","","21251","8/2/1960","Muraltia squarrosa (L.f.) DC.","OLIFANTSKOP PASS","-33.3079600000","25.9675130000","2k","3325BD","True",""
"PRE","PRE0204670-0","Acocks, JPH","","18263","6/19/1955","Pentzia elegans DC.","PRINCE ALBERT DIV.; SWARTBERG PASS","-33.3029630000","22.0507860000","2k","3322AC","True",""
"NH","NH0119815-0","Acocks, JPH","","22173","3/24/1962","Ursinia alpina N.E.Br.","Underberg District; 11 miles west north west of town.","-29.7541530000","29.3560560000","2k","2929CD","True",""
"PRE","PRE0133232-0","Acocks, JPH","","11856","10/15/1945","Ehretia rigida (Thunb.) Druce subsp. rigida","PEDDIE DIST.; WOOLDRIDGE; BEGHA RIVER VALLEY NR WOOLDRIDGE","-33.2209752700","27.2206612600","2k","3327AA","True","HT: 10.00, HTUNIT: ft; GRFRMS: Tree"
"PRE","PRE0332721-0","Acocks, JPH","","21970","1/28/1962","Ceropegia multiflora Baker subsp. multiflora","RUSTENBURG DIST.; DERBY STA.; 4.1 MI. NE. OF DERBY STA.","-25.8665380000","27.1004520000","1000m","2527CC","True",""
"PRE","PRE0036248-0","Acocks, JPH","","22217","6/19/1962","Pentameris cirrhulosa (Nees) Steud.","RIVERSDALE DIV.; ALBERTINIA; 4.2 MI. W. OF ALBERTINA TURNING","-34.2030600000","21.5136100000","2k","3421BA","True",""
"PRE","PRE0156790-0","Acocks, JPH","","18979","8/25/1956","Pteronia incana (Burm.) DC.","CALVINIA DIV.; AKKERENDAM","-31.4179800000","19.7894590000","2k","3119BD","True",""
"PRE","PRE0408607-0","Acocks, JPH","","20391","3/16/1959","Heliophila glauca Burch. ex DC.","CALITZDORP DIV.; ROOIBERG PASS; N SIDE OF PASS","-33.6430460000","21.6480980000","2k","3321DA","True",""
"PRE","PRE0323913-0","Acocks, JPH","","23772","9/13/1965","Hermannia filifolia L.f. var. filifolia","CERES DIV.; PIENAARS KLOOF; POORT N. OF PIENAARSKLOOF","-33.1810331900","20.1606501000","2k","3320AA","True",""
"NH","NH0124451-0","Acocks, JPH","","22031","2/20/1962","Sopubia cana Harv. var. cana","Impendle District; 23 miles West South West of Nottingham Road.","-29.4789159900","29.7242414700","2k","2929BC","True",""
"NH","NH0036502","Acocks, JPH","","11572","7/13/1945","Cynanchum ellipticum (Harv.) R.A.Dyer","Hills behind Vryheid.","-27.7542337300","30.7855316800","2k","2730DD","True","Climbing over shrubs, Leaves succulent Yellow-green."
"PRE","PRE0153761-0","Acocks, JPH","","17448","10/16/1953","Pseudoselago parvifolia Hilliard","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","2k","3119CA","True",""
"PRE","PRE0284524-0","Acocks, JPH","","12013","10/30/1945","Cussonia spicata Thunb.","Pearston Division. Vogelrivier. 3 miles W. of Vogelrivier Post Office.","-32.8952666200","25.1492899300","2k","3225CC","True","Trees, 10'."
"PRE","PRE0029422-0","Acocks, JPH","","11494","5/5/1945","Hyparrhenia hirta (L.) Stapf","ESTCOURT DIST.; WEENEN","-28.8512300000","30.0819630000","5k","2830CC","True",""
"PRE","PRE0445843-0","Acocks, JPH","","19965","11/15/1958","Indigofera declinata E.Mey.","UNIONDALE DIV.; ALFREDS PASS; N SIDE NR TOP","-33.7550880000","23.1610660000","2k","3323CC","True","Decumbent. Flowers purple."
"PRE","PRE0096930-0","Acocks, JPH","","10197","3/9/1944","Pleopeltis macrocarpa (Bory ex Willd.) Kaulf.","WEENEN DIST.; HLATIKULU MT.; NE. FOOT OF MT.","-29.2355804600","29.6877578200","2k","2929BA","True",""
"PRE","PRE0418884-0","Acocks, JPH","","13021","10/11/1946","Capparis tomentosa Lam.","MAGUT; 6 MI. SE. OF MAGUT","-27.5912880000","31.7029440000","2k","2731DA","True",""
"PRE","PRE0257296-0","Acocks, JPH","","2385","8/25/1937","Euphorbia crassipes Marloth","HOPETOWN DIV.; WITPOORT","-29.9137780000","23.5970180000","2k","2923DC","True","Flowers dull purple"
"PRE","PRE0156097-0","Acocks, JPH","","15523","9/27/1949","Selago sp.","WORCESTER DIV.; 13.5 MI WSW OF TOUWSRIVIER","-33.3947250000","19.8460970000","5k","3319BD","True",""
"PRE","PRE0456758-0","Acocks, JPH","","18222","6/11/1955","Oxalis pardalis Sond.","CALVINIA DIV.; LOKENBURG","-31.6951841600","19.1896762400","2k","3119CA","True",""
"PRE","PRE0353508-0","Acocks, JPH","","10750","11/2/1944","Asclepias fulva N.E.Br.","PRETORIA DIST.; RIETVALLEI 221 N. PORTION","-25.8558000000","28.3122000000","1000m","2528CD","True",""
"PRE","PRE0204707-0","Acocks, JPH","","14628","7/4/1948","Pentzia dentata (L.) Kuntze","OUDTSHOORN DIV.; CALITZDORP; ROODEBERG PASS S OF CALITZDORP","-33.6798134100","21.6499144200","2k","3321DA","True",""
